Name,City,Price_Range
Bellini Brothers dal 1963,Milan,1
KIOSKO sushi and more,Milan,2
Gnulot,Milan,1
Hopduvel,Milan,2
Galli Take Away Pizza,Milan,1
404 e-Sport Lounge Bar,Milan,1
Hops Beer Shop Milano,Milan,2
BebelMilano,Milan,1
Felix,Milan,2
Il Corbello,Milan,2
Infinito x 2 Da Flavia,Milan,2
Grand Lounge & Bar by Eataly,Milan,4
Filzi Milano Cafe & Restaurant,Milan,2
Foodstock Truck,Milan,2
Caffineria,Milan,2
Japanese Ice,Milan,2
Ambrosia,Milan,2
Gelateria Il Mio Sogno..il Tuo Gusto,Milan,2
Bar Est - Bottiglieria,Milan,2
Happy Mood,Milan,1
Easy Fruit,Milan,1
CrudoCotto by Rovagnati 1943,Milan,2
DoEat,Milan,2
Al Boschetto da Gabry e Figli,Milan,1
Artis Coffee Milano,Milan,2
DrinKasi,Milan,2
Adaga Bar Della Palestra,Milan,2
Bar Gelateria Dolce Amaro,Milan,2
Barlady Cafe,Milan,1
Gastronomia Menescaldi,Milan,2
Enjoy,Milan,1
I Territori di Bottiglie Aperte,Milan,2
Butterfly Lounge Bar,Milan,1
Caffe Torino,Milan,2
Amsterdam Chips,Milan,1
Bar Carpe Diem,Milan,1
Aurora,Milan,2
Chopan Schwabing,Munich,2
Oanh,Munich,2
Dinnerhopping,Munich,2
Restaurant Pils Corner,Munich,2
Nur Einmal Leben,Munich,2
Mille Miglia,Munich,2
Restaurant Ebert,Munich,4
Gustoteca,Munich,2
Restaurant Zauberberg,Munich,4
Restaurant Gabelspiel,Munich,4
Barocco,Munich,2
Osteria da Massimo,Munich,2
Co Do Bistro,Munich,1
Happy Fildjan,Munich,2
Pepe e Sale,Munich,2
Cafe Mandala,Munich,2
Agusto77,Munich,2
Beirutbeirut,Munich,1
Rebella Bex Energy Food & Move,Munich,1
La Stellina,Munich,1
La Tavernetta,Munich,2
Make Falafel Not War,Munich,1
Hanami Sushi Addict,Munich,2
Garden,Munich,4
Kleine Rose,Munich,1
Andelong Asia Imbiss,Munich,1
Restaurant Erber,Munich,2
Boulangerie Dompierre,Munich,1
Cafe Colombo,Munich,1
John Montagu Sandwich Bar,Munich,1
Campanula,Munich,2
GourmetBar,Munich,2
Necado Kaffeeladen,Munich,2
El Gusto,Munich,1
Cafe Va bene,Munich,2
Jinda's Corner,Munich,1
Milchreise,Munich,1
Monte Grappa,Munich,2
Isar Alm,Munich,1
Lo Spuntino,Munich,2
Cafe Gina Nido,Munich,1
HQ-Wok Foodstyle,Munich,1
Piyush,Munich,2
Maoz Vinyl & Kaffee,Munich,1
Lezizel Manti - RiemArcaden,Munich,2
Nenas Cafe,Munich,1
Goldstuck,Munich,2
Ayurvedic Indisches Restaurant,Munich,2
Moejo91 Munchen Bar & LoungeClub,Munich,2
Che Follia,Munich,1
Barfly&Kitchen,Munich,2
Namaste,Munich,2
MUU Steakhouse,Oporto,4
Hungry biker,Oporto,1
Laurear,Oporto,2
Euskalduna Studio,Oporto,4
Droop food & Wine,Oporto,2
Conversas Vadias,Oporto,2
Creperie Le Gwenn Ha Du,Oporto,1
Cacau Wine Terrace,Oporto,2
Aurora,Oporto,2
Arco de Verdades,Oporto,2
Negra Cafe,Oporto,2
Epoca Cafe,Oporto,1
Com Cuore,Oporto,1
Dom Prato,Oporto,2
A lojinha do Leitao,Oporto,1
Kinay,Oporto,1
Art Da Picanha,Oporto,2
Boca de Cena,Oporto,1
Boa Ideia! cafe,Oporto,1
Nix Invicta,Oporto,2
Doxa,Oporto,1
Beef Douro,Oporto,2
Holi Caffe,Oporto,1
Casa Diogo,Oporto,1
ARCA Pub,Oporto,2
Cha das Cinco,Oporto,2
Berry,Oporto,1
"Mongu - Granel, Sabor & Saude",Oporto,2
Do You Remember,Oporto,2
Mercato Restaurant,Oporto,2
"Beer, Beef & Beyond",Oporto,1
Mariscos da Foz,Oporto,1
Cerca Velha - Food & Drinks,Oporto,1
Casa Aberta Open Bar & Food House,Oporto,2
Faceburguer Porto,Oporto,1
Biscoito Sweets & Snacks,Oporto,1
Casa das Cristas,Oporto,1
Docinhos da Ana,Oporto,1
Bufete Rapide,Oporto,2
Marisco-online.pt,Oporto,2
Confeitaria Serrana,Oporto,1
Mr. Pepper,Oporto,2
Caffe 55,Oporto,1
Africa Bar,Oporto,2
Miss Morning,Oporto,2
Biscuit,Oporto,1
Cantinho das Zezas,Oporto,2
Noa Restaurante Tapas Bar,Oporto,2
Belisque,Oporto,2
Espaco Aska Lounge Cafe,Oporto,1
D'Epoca,Oporto,2
hos Thea,Oslo,4
Brasserie France,Oslo,2
Alex Sushi,Oslo,4
Brasserie Paleo,Oslo,2
Benares Indisk Restaurant,Oslo,2
Arakataka,Oslo,4
Habits Coffee,Oslo,1
Aymara,Oslo,2
Asian Box,Oslo,2
Brasserie Blanche,Oslo,2
Restaurant Foodie,Oslo,4
Bokbacka,Oslo,4
Restaurant Fangst,Oslo,2
Barcia Bistro Bar By San Leandro,Oslo,2
Bon Lio,Oslo,4
Backstube,Oslo,1
Campo de Fiori,Oslo,2
Omakase,Oslo,4
WU Sushi & Sake bar,Oslo,2
Anatolia Restaurant,Oslo,2
Baremas Tapas & Bar Oslo,Oslo,2
4Gringos,Oslo,1
Barramon,Oslo,2
Bare Jazz,Oslo,2
Munchies,Oslo,2
Vesuvio Cafe,Oslo,4
Atelier Asian Tapas,Oslo,2
Oslo k,Oslo,1
Arno Ristorante,Oslo,2
Dyna Fyr,Oslo,4
Banh Mi Mot,Oslo,1
Cafe Di Roma,Oslo,1
Bjolsen Bakeri,Oslo,1
Orlando's Pub,Oslo,2
Xiangs Kjokken,Oslo,2
Proletaren,Oslo,1
Brooklyn Burger Joint,Oslo,2
Blings,Oslo,1
Broedbakerne Skoeyen,Oslo,1
Justwokit,Oslo,1
Havets Fryd,Oslo,1
Godt Brod Bekkestua,Oslo,2
Backstube Oslo City,Oslo,1
Brooms & Hatchets,Oslo,2
Emilio's Vinbar,Oslo,2
Desi house Oslo,Oslo,4
Ekte Vare Okologisk Dagligvare,Oslo,2
Burger Bite As,Oslo,1
Bamboo Sushi,Oslo,2
BRUS Bar Oslo,Oslo,4
Aften pizza og grill,Oslo,1
Anne Paa Landet,Oslo,2
ASPIC,Paris,4
Alliance,Paris,4
Arnaud Nicolas,Paris,4
24 Le Restaurant,Paris,4
Comme Chez Soi,Paris,2
BMK Paris-Bamako,Paris,2
Alix et Mika French Cut Lovers -,Paris,2
Aux 2eme Saveurs,Paris,2
Blend Hamburger Odeon,Paris,2
A Cursita,Paris,2
Acquerello,Paris,1
Cocorico,Paris,2
24 Zones,Paris,2
Amadae,Paris,2
Bijou,Paris,2
La Piazzetta,Paris,2
Beyit Jedo,Paris,2
Bread and Roses,Paris,2
Alan Geaam Restaurant,Paris,4
Au P'tit Curieux,Paris,2
Au Vin-Set,Paris,2
Blun,Paris,2
1ndix Cafe,Paris,2
Bistro Le Carreau,Paris,2
Le Gourmet,Paris,1
7 Au Marais,Paris,2
Bidoche Boucherie Restaurant,Paris,2
Felix,Paris,2
Aromes Coffeeshop,Paris,2
Bibimbowl,Paris,1
BAAGAA,Paris,2
Aperitivo,Paris,2
Baosian,Paris,1
Hector,Paris,2
BAM Bon a Manger,Paris,2
Bistrot Medaillon,Paris,2
Bread and Roses,Paris,2
Bleu Olive,Paris,2
Allegria Paris,Paris,2
Aki Cafe,Paris,2
Ai-Hua Restaurant,Paris,2
Api,Paris,2
Be Veggie,Paris,2
Amici,Paris,2
Gossip Cafe,Paris,2
Bagel Day'S,Paris,1
Baci,Paris,2
Bi Good,Paris,1
Bat Un Kare,Paris,2
Automne,Paris,4
Asuka,Paris,2
Au Poulailler La Rotisserie D'Antan,Paris,1
BAP Repas Coreen,Paris,2
Bio Degustation,Paris,2
Bar La Tamise,Paris,2
Au Jour J,Paris,2
Birdy's,Paris,1
Antepasto,Paris,2
La Piazzetta,Paris,2
Allo Pizza,Paris,2
62 Degres,Paris,2
Feyrouz,Paris,2
Banh Mi,Paris,1
Alexandros,Paris,1
Be Bop Lobby Bar,Prague,2
Czech Slovak Restaurant Lounge Bar,Prague,2
10hp,Prague,2
Bistrot 104,Prague,4
Bistro Kaprova,Prague,4
Cafe Na hlas,Prague,1
Equilibrista Italian restaurant,Prague,2
Cili Bar,Prague,2
Brixton Balls,Prague,1
ArtChaos Bar,Prague,2
Chutnej Fast Food - vegan restaurant and Delivery,Prague,1
Cafe La Familia,Prague,1
Bistro Valecek,Prague,1
Bistro Kostelni 16,Prague,2
Cafe Silesia,Prague,2
Diversion bistro,Prague,2
Cafe Frida,Prague,2
Cafe Ami Prague,Prague,2
Cafe Des Taxis,Prague,1
Arirang,Prague,1
Bep Viet,Prague,1
Amuse Restaurant,Prague,1
Chateau Safarikova French wine bar,Prague,2
Cicovicky Dvur,Prague,2
BougainvilleaConcept Store & Bar,Prague,4
Booze & Food,Prague,1
Blue vegan pig,Prague,1
Corso Bellevue,Prague,2
Caffe Trieste - Na Pankraci,Prague,2
Caffe Dallucci,Prague,1
Chiringuito Gourmet,Prague,2
Balarama,Prague,1
Flavours Wine&Deli,Prague,2
Cajovna u Dzoudyho,Prague,2
Bajkazyl,Prague,1
Bistro V nebi,Prague,1
BARTIDA Degustation Bar & Shop,Prague,2
Brut. - Wines & Oysters,Prague,2
Bylinkova Terapie,Prague,2
23 Downtown,Prague,2
Amuni,Prague,2
Elements Restaurant Prague,Prague,2
Cafe Bike,Prague,1
Chanbar,Prague,1
Aura Lounge Prague,Prague,1
Bistro Palermo,Prague,2
Cafe Start,Prague,1
Cafe Kepler,Prague,1
Don Cafeto,Prague,1
Enjoy,Prague,1
Presto,Prague,1
Cafe no. 22,Prague,1
Coffee & Waffles,Prague,1
Bread-in,Rome,1
Arrosticino Pane & Vino,Rome,2
'O FAMO STRANO,Rome,1
Burger Bistrot,Rome,2
Brusco Lo Strabuono,Rome,1
Alchimia Foodlab,Rome,1
A Favela - Churrascaria e Restaurante,Rome,2
Bistrot Veg & Veg,Rome,2
Binomio Beer and Wine,Rome,2
Amor di Pasta,Rome,1
ATTIANI,Rome,2
Cafe MeMe,Rome,2
La Fornace,Rome,2
Barbarossa BeerFood,Rome,1
Caffe Gramuglia,Rome,2
Bio Sphere,Rome,2
Burger Kitchen,Rome,1
Perbacco,Rome,2
Aroma Osteria Trastevere,Rome,2
Bruno,Rome,2
La Bomboniera,Rome,2
Bar delle Grazie,Rome,1
Bar La Piazzetta,Rome,1
La Tavernetta,Rome,1
Cafe Dejavu bistrot,Rome,1
Birra+,Rome,1
331 Piadineria,Rome,1
La Tasca,Rome,1
Bacco Birichino,Rome,1
Antico Forno Cotugno 1954,Rome,2
Arirang,Rome,2
Banchetto 26,Rome,1
A Putia Rosticceria Siciliana,Rome,1
Lo Spuntino,Rome,1
Apollinare Vineria-Cocktail Bar,Rome,4
Boom Boom Pizza,Rome,1
Bar Italo,Rome,2
Bar packy cafe,Rome,1
Boba Bar,Rome,1
710,Rome,1
Bar dello Sport,Rome,4
Bar Cafe Fantini,Rome,1
Blanca gelateria,Rome,2
Birreria Numero 10,Rome,2
Bender Pub,Rome,2
Biolee,Rome,1
Autoctono Bistrot,Rome,4
ApeFinger,Rome,2
Bottegari,Rome,2
Bag Caffe,Rome,1
Beirut Fast Food,Rome,1
Bar del parco,Rome,1
Bonta Novella,Rome,1
Brasia,Rome,4
Avigail Kosher,Rome,2
Atlas,Rome,1
"Associazione Culturale Albatross Golf, Wine & Food",Rome,1
Americanbar XXL,Rome,2
Adam & Albin Matstudio,Stockholm,2
Aifur Krog & Bar,Stockholm,2
Akkurat Bar & Restaurant,Stockholm,2
Kagges,Stockholm,4
Aloe,Stockholm,4
Alegria Tapas Bar,Stockholm,2
Hattori Sushi Devil,Stockholm,2
Agrikultur,Stockholm,4
Amida,Stockholm,1
Adria Ristorante & Bar,Stockholm,2
Hattori Sushi Devil,Stockholm,2
Fuori Di Pizza,Stockholm,1
Frantzen,Stockholm,4
Arirang,Stockholm,2
Mogge Sushi,Stockholm,2
1889 Fast Fine Pizza,Stockholm,2
Fosch Artisan Patisserie,Stockholm,2
Aberg Nilsson,Stockholm,2
Aubergine,Stockholm,2
Krukor & Kaffe,Stockholm,2
En Kaffe Por Favor,Stockholm,1
Olbistron No.50,Stockholm,2
800 grader,Stockholm,2
Lovo Magasin,Stockholm,2
Cevicheria aji y ajo,Stockholm,2
Pat's Place,Stockholm,1
Caffeteria del corso,Stockholm,1
The Artisan,Stockholm,2
Bacaro,Stockholm,2
Steam Coffee,Stockholm,1
Bar City Central,Stockholm,2
Fikabaren,Stockholm,2
Maka Maka,Stockholm,2
Soyokaze,Stockholm,4
Cafe En halv Trappa Ner,Stockholm,2
Curry Spice City,Stockholm,2
Caffe Subito,Stockholm,2
Al-Shami Restaurang,Stockholm,2
Pong Norrlandsgatan,Stockholm,4
Bacio,Stockholm,2
Iwa Sushi,Stockholm,2
YI's Sushi & Cafe,Stockholm,2
Folk & Friends,Stockholm,2
Cafe Garden,Stockholm,1
Ostergota Kallaren,Stockholm,2
Torsgatan,Stockholm,2
Bestia Cafe,Stockholm,2
Bar & Bistro Chapman,Stockholm,2
Cafe de Calma,Stockholm,2
Sultan Sverige AB,Stockholm,2
OmnOmnOmn Chocolaterie,Stockholm,1
Vaxt Cafe,Stockholm,2
Alfeus,Stockholm,2
8T8,Stockholm,2
Garden,Stockholm,2
Casino Restaurant Wien,Vienna,4
Ghisallo,Vienna,2
Le Cru,Vienna,2
Knoedel Manufaktur,Vienna,1
Mach Ma Curry,Vienna,1
Ethiopian Restaurant - Cafe Lalibela,Vienna,2
Feuerdorf,Vienna,2
Bionista,Vienna,2
Cafe Tanzen Anders,Vienna,2
Chinarestaurant No. 27,Vienna,2
Cafe Benedikt,Vienna,1
Eulennest Vinothek & Weinbar,Vienna,2
Bep Viet,Vienna,1
Gubler&Gubler Bistro and Take Away,Vienna,2
Cha No Ma,Vienna,1
La Fornace,Vienna,2
Kafeneon,Vienna,2
Le MAR,Vienna,2
Ambrosia,Vienna,2
Loutati's Shabbeskitchen,Vienna,2
Carmen und ich,Vienna,1
Ala Restaurant,Vienna,2
B and Me Cafe,Vienna,1
Cafe Restaurant Pan,Vienna,2
Anna & Jagetsberger,Vienna,2
Chili & Pfeffer,Vienna,2
Agent Oscar,Vienna,4
Edelgreisslerei Opocensky,Vienna,2
Elmira -- cooles veganes Bio Bistro,Vienna,1
Caffe Cambio,Vienna,4
China-Restaurant Sunny,Vienna,2
Cafe-Restaurant Kalvarienberg,Vienna,2
Jia Restaurant,Vienna,2
Florentin 1090 - Middle Eastern Restaurant,Vienna,2
Gugumuck,Vienna,4
Best Worscht in Town,Vienna,1
Bacchus Alberto,Vienna,4
China Restaurant Asia Garten,Vienna,2
LieblinXplatz,Vienna,1
Ceylon Curry,Vienna,2
Buschenschank Stippert,Vienna,2
Cafe EL.AN,Vienna,1
HERNALS. Kebap Pizza,Vienna,1
Henrietta,Vienna,2
Cocobello am Copa Beach Wien,Vienna,2
Mary the Fairy,Vienna,1
1019 Jazzclub,Vienna,2
Just Taste,Vienna,2
BlueMoon,Vienna,2
Marktstandl,Vienna,1
Kokos,Vienna,2
Brauhund,Vienna,1
San Thai,Warsaw,1
Namaste India,Warsaw,2
Bekef,Warsaw,1
Casa Italia,Warsaw,2
India King Indian Restaurant,Warsaw,2
Mia Famiglia,Warsaw,2
Krasnodwor Restaurant,Warsaw,2
Parivar,Warsaw,2
MIZU,Warsaw,2
SAS Duck & Chicken,Warsaw,1
Bardziej Gastrobar Tapas,Warsaw,2
Kopytko Jadalnia & Pijalnia,Warsaw,1
Sambal Restauracja Indonezyjska,Warsaw,2
Kawalek,Warsaw,1
La Bomboniera,Warsaw,1
Steam Bar,Warsaw,2
Labrax,Warsaw,2
Czyli Zurawia 45 (CZZ+),Warsaw,1
Bistro Pod Sowami,Warsaw,2
Manoush,Warsaw,2
MEATing Room Coctail Bar & Restaurant,Warsaw,2
Sosiser,Warsaw,1
Funky Fish,Warsaw,1
Masala Magic,Warsaw,2
Pub Pod Mosteczkiem,Warsaw,1
Kanapa,Warsaw,2
Paczek w masle - cukiernia warszawska,Warsaw,2
Deli&Winebar Siga-Siga,Warsaw,2
Rabarbar,Warsaw,2
Brunet Kafe,Warsaw,1
Przed i Po,Warsaw,1
Curry Club Warszawa,Warsaw,2
Bez Przesady,Warsaw,1
Bistro Caffe Piwna,Warsaw,1
Lokal Dela Krem,Warsaw,1
Chmielolak,Warsaw,2
Falafel Plus,Warsaw,1
Restauracja Porto.wa,Warsaw,1
Buri Sushi,Warsaw,2
La Bomboniera Kabaty,Warsaw,2
Przysmak,Warsaw,1
Na Koncu Teczy,Warsaw,1
Makarun Spaghetti and Salad,Warsaw,1
Chimney Cake Cafe,Warsaw,1
Indeks Klub Restaurant,Warsaw,1
DoKoncaLata,Warsaw,1
Lastow Palace Restaurant,Warsaw,2
Retrospekcja Cafe,Warsaw,1
SPATiF Warsaw,Warsaw,2
KAMPER Grill Bar,Warsaw,1
Indian Dawat,Warsaw,2
Kuchnia Smakosza - Restauracja Polska,Warsaw,1
Bubbleology Arkadia,Warsaw,1
Restaurant Nihao,Zurich,2
Ecco,Zurich,4
Tadka Indian Restaurant,Zurich,2
Luca2,Zurich,2
Hasta Ice Cream,Zurich,1
Chez Marion,Zurich,2
Rechberg 1837,Zurich,2
Chaima Thai Take Away,Zurich,1
Tenz Momo,Zurich,2
4 Tiere Bar,Zurich,2
Restaurant Stadionli,Zurich,2
Restaurant Rutihof,Zurich,2
Cafe Black Wine & Art Gallery,Zurich,2
Namaste India,Zurich,2
LaZoupa To Go - Spitalgasse 12,Zurich,2
Restaurant Blume,Zurich,4
Aurora,Zurich,2
Ristorante Pizzeria Tramblu,Zurich,2
Dont Worry Eat Curry,Zurich,1
Bethania Park Restaurant,Zurich,2
Lebanese Takeaway,Zurich,1
Il Bistro,Zurich,2
Brasserie Oerlikon,Zurich,2
Kafi Paradiesli,Zurich,2
Chimy's,Zurich,2
Felix,Zurich,2
Restaurant Frieden,Zurich,4
La Piazzetta,Zurich,2
Lock in Lock out Bar und Take away,Zurich,1
Rosita's Food & Drinks,Zurich,1
Dogfather Hotdogs & more,Zurich,2
Hiltl Akademie,Zurich,2
Oak Bar,Zurich,2
SALI e TABACCHI,Zurich,2
Restaurant Lowen-Siam,Zurich,2
Delicias Latinas,Zurich,2
Klara's Kitchen,Zurich,1
Restaurant & Tapas Bar Silba,Zurich,2
Boreal Coffee Shop,Zurich,1
Vom Fischer & syner Fru,Zurich,2
4 You Bar and Karoke,Zurich,2
Vegan Velo,Zurich,2
Alpenstern,Zurich,2
Kafichanne,Zurich,2
Cafe Jeunesse,Zurich,2
Pizzeria Trattoria Da Michele,Zurich,2
Barrio5,Zurich,2
Edo Garden,Zurich,2
Barekunst,Zurich,2
Danishluxuryfoods.com,Zurich,4
Krispy Krost,Zurich,1
Cafe Complet,Zurich,2
Burgstein`s Gasthaus Penalty,Zurich,2
Bacaro,Zurich,2
